Year,District,Total cases,Total deaths,District code,No:of villages inhabited,No:of villages uninhabited,Number of towns,Number of households,Total population,Males,Females,Area(In sq . km),Population per sq . Km,Number of Sub Centres,Number of  Primary Health Centres,Number of Community Health Centres,Sub Divisional Hospital,District Hospital,Percent_Female,Avg_Household_Size,Total_Health_Facilities,Total_Hospitals,Facilities_Per_100k,Hospitals_Per_100k,Percent_Male,Population_Density in sq km,Total cases_Lag_1Y,Total cases_Lag_2Y,Total deaths_Lag_1Y,Total deaths_Lag_2Y
2023,Vaishali,38,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,18,3,0,0
2024,Vaishali,2,0,220,1422,147,3,626087,3495021,1844535,1650486,2036,1717,335,47,3,1,1,47.22392226,5.582324821,385,2,11.01567058,0.057224263,52.77607774,1717,38,18,0,0
2002,Valsad,1113,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,246,805,0,0
2003,Valsad,1019,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,1113,246,0,0
2004,Valsad,323,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,1019,1113,0,0
2005,Valsad,252,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,323,1019,0,0
2006,Valsad,1061,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,252,323,0,0
2007,Valsad,1352,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,1061,252,0,0
2008,Valsad,1088,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,1352,1061,0,0
2009,Valsad,768,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,1088,1352,0,0
2010,Valsad,2710,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,768,1088,0,0
2011,Valsad,5469,2,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,2710,768,0,0
2012,Valsad,3746,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,5469,2710,2,0
2013,Valsad,4547,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,3746,5469,0,2
2014,Valsad,1814,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,4547,3746,0,0
2015,Valsad,847,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,1814,4547,0,0
2016,Valsad,286,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,847,1814,0,0
2017,Valsad,129,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,286,847,0,0
2018,Valsad,85,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,129,286,0,0
2019,Valsad,54,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,85,129,0,0
2020,Valsad,8,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,54,85,0,0
2021,Valsad,9,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,8,54,0,0
2022,Valsad,8,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,9,8,0,0
2023,Valsad,13,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,8,9,0,0
2024,Valsad,0,0,491,433,1,28,364403,1705678,887222,818456,3008,567,330,41,10,2,1,47.98420335,4.680746317,381,3,22.3371586,0.175883139,52.01579665,567,13,8,0,0
2003,Vellore,673,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,378,489,0,1
2004,Vellore,364,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,673,378,0,0
2005,Vellore,453,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,364,673,0,0
2006,Vellore,472,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,453,364,0,0
2007,Vellore,562,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,472,453,0,0
2008,Vellore,487,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,562,472,0,0
2009,Vellore,511,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,487,562,0,0
2010,Vellore,403,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,511,487,0,0
2011,Vellore,643,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,403,511,0,0
2012,Vellore,453,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,643,403,0,0
2013,Vellore,419,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,453,643,0,0
2014,Vellore,411,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,419,453,0,0
2015,Vellore,244,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,411,419,0,0
2016,Vellore,199,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,244,411,0,0
2017,Vellore,197,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,199,244,0,0
2018,Vellore,229,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,197,199,0,0
2019,Vellore,118,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,229,197,0,0
2020,Vellore,77,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,118,229,0,0
2021,Vellore,42,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,77,118,0,0
2022,Vellore,37,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,42,77,0,0
2023,Vellore,32,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,37,42,0,0
2024,Vellore,24,0,605,763,95,72,929281,3936331,1961688,1974643,6075,648,454,55,20,9,1,50.16455679,4.235888822,529,10,13.4389105,0.254043677,49.83544321,648,32,37,0,0
2002,Vidisha,2037,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2138,1870,0,1
2003,Vidisha,2477,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2037,2138,0,0
2004,Vidisha,2832,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2477,2037,0,0
2005,Vidisha,2436,1,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2832,2477,0,0
2006,Vidisha,2607,4,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2436,2832,1,0
2007,Vidisha,2207,5,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2607,2436,4,1
2008,Vidisha,2019,6,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2207,2607,5,4
2009,Vidisha,1794,1,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,2019,2207,6,5
2010,Vidisha,1609,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,1794,2019,1,6
2011,Vidisha,1385,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,1609,1794,0,1
2012,Vidisha,884,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,1385,1609,0,0
2013,Vidisha,712,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,884,1385,0,0
2014,Vidisha,869,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,712,884,0,0
2015,Vidisha,636,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,869,712,0,0
2016,Vidisha,632,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,636,869,0,0
2017,Vidisha,547,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,632,636,0,0
2018,Vidisha,269,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,547,632,0,0
2019,Vidisha,168,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,269,547,0,0
2020,Vidisha,57,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,168,269,0,0
2021,Vidisha,15,2,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,57,168,0,0
2022,Vidisha,1,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,15,57,2,0
2023,Vidisha,0,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,1,15,0,2
2024,Vidisha,0,0,443,1536,78,7,299676,1458875,769568,689307,7371,198,146,21,7,2,1,47.24921601,4.868174295,174,3,11.92699854,0.205637906,52.75078399,198,0,1,0,0
2002,Warangal,254,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,521,1203,0,0
2003,Warangal,187,1,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,254,521,0,0
2004,Warangal,381,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,187,254,1,0
2005,Warangal,269,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,381,187,0,1
2006,Warangal,244,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,269,381,0,0
2007,Warangal,136,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,244,269,0,0
2008,Warangal,204,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,136,244,0,0
2009,Warangal,198,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,204,136,0,0
2010,Warangal,215,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,198,204,0,0
2011,Warangal,103,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,215,198,0,0
2012,Warangal,222,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,103,215,0,0
2013,Warangal,155,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,222,103,0,0
2015,Warangal,121,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,155,222,0,0
2016,Warangal,669,1,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,121,155,0,0
2017,Warangal,587,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,669,121,1,0
2018,Warangal,26,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,587,669,0,1
2019,Warangal,19,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,26,587,0,0
2020,Warangal,16,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,19,26,0,0
2021,Warangal,20,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,16,19,0,0
2022,Warangal,34,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,20,16,0,0
2023,Warangal,45,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,34,20,0,0
2024,Warangal,7,0,540,961,88,15,886279,3512576,1759281,1753295,12846,273,605,69,14,2,0,49.91479188,3.963284699,688,2,19.58676481,0.05693827,50.08520812,273,45,34,0,0
2002,Wardha,585,1,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,831,1411,1,0
2003,Wardha,765,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,585,831,1,1
2004,Wardha,1001,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,765,585,0,1
2005,Wardha,845,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,1001,765,0,0
2006,Wardha,1053,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,845,1001,0,0
2007,Wardha,1071,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,1053,845,0,0
2008,Wardha,898,1,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,1071,1053,0,0
2009,Wardha,500,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,898,1071,1,0
2010,Wardha,637,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,500,898,0,1
2011,Wardha,788,1,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,637,500,0,0
2012,Wardha,712,2,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,788,637,1,0
2013,Wardha,456,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,712,788,2,1
2014,Wardha,242,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,456,712,0,2
2015,Wardha,109,2,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,242,456,0,0
2016,Wardha,35,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,109,242,2,0
2017,Wardha,25,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,35,109,0,2
2018,Wardha,6,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,25,35,0,0
2019,Wardha,4,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,6,25,0,0
2020,Wardha,0,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,4,6,0,0
2021,Wardha,3,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,0,4,0,0
2022,Wardha,5,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,3,0,0,0
2023,Wardha,4,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,5,3,0,0
2024,Wardha,1,0,504,973,403,13,309846,1300774,668385,632389,6309,206,181,27,6,2,1,48.61636226,4.198130684,214,3,16.45174335,0.230631916,51.38363774,206,4,5,0,0
2002,Washim,215,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,259,718,0,0
2003,Washim,227,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,215,259,0,0
2004,Washim,136,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,227,215,0,0
2005,Washim,177,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,136,227,0,0
2006,Washim,312,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,177,136,0,0
2007,Washim,166,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,312,177,0,0
2008,Washim,267,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,166,312,0,0
2009,Washim,126,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,267,166,0,0
2010,Washim,172,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,126,267,0,0
2011,Washim,144,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,172,126,0,0
2012,Washim,96,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,144,172,0,0
2013,Washim,71,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,96,144,0,0
2014,Washim,76,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,71,96,0,0
2015,Washim,37,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,76,71,0,0
2016,Washim,37,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,37,76,0,0
2017,Washim,12,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,37,37,0,0
2018,Washim,11,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,12,37,0,0
2019,Washim,5,0,502,698,91,4,259464,1197160,620302,576858,4901.19,244,153,25,7,0,1,48.18553911,4.613973422,185,1,15.45323933,0.083531023,51.81446089,244,11,12,0,0
